"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GeneID:97330390",238.381601030533,5.66173418833293,1.63425865600777,3.46440520141629,0.000531405400535951,0.01172756336203
"GeneID:82187159",110.476751478857,5.75952222507904,1.66125196960088,3.4669769128778,0.000526347096155543,0.01172756336203
"GeneID:97328892",64.2968454928339,5.32797508295585,1.54969607875088,3.43807741144343,0.000585860188466602,0.0118064379845973
"GeneID:82188137",146.373069760491,6.58573447162379,1.90908077449515,3.44968875052727,0.000561233229775301,0.0118064379845973
"GeneID:97328074",52.2208513963184,6.52134759067165,1.89718567471964,3.43737973439808,0.000587371497683392,0.0118064379845973
"GeneID:97328470",48.4355700117597,7.1599665123988,2.07000676981143,3.45890970832479,0.000542366689686452,0.0118064379845973
"GeneID:97328924",27.6232385981119,6.50221273160209,1.89193587280837,3.43680397684424,0.000588621437299887,0.0118064379845973
"GeneID:97328999",72.5756814398421,6.86222142556467,1.98294872559309,3.46061465785618,0.000538943668382923,0.0118064379845973
"GeneID:97329003",42.7044250240996,7.08542203175545,2.05884106159195,3.44146139492517,0.000578581025477184,0.0118064379845973
"GeneID:97329133",55.1008779736912,7.01880184289448,2.04023483479861,3.44019312050776,0.000581299241508246,0.0118064379845973
"GeneID:97329172",62.5955531541795,6.20790579930387,1.79980953059063,3.44920153704636,0.000562246897578606,0.0118064379845973
"GeneID:97329964",71.6864849032929,6.63970817454309,1.92639737748675,3.4466970585298,0.000567484532930702,0.0118064379845973
"GeneID:97330149",77.3631271172949,6.57448630496336,1.90233472218845,3.45600920189273,0.000548236604829966,0.0118064379845973
"GeneID:97330228",33.2412859743367,6.02820049359094,1.74499273889892,3.4545705315626,0.000551170028248841,0.0118064379845973
"GeneID:97330338",108.99953909213,6.44445793301774,1.87501212050547,3.43702201310594,0.000588147800933739,0.0118064379845973
"GeneID:97330407",20.7609811603521,6.51200447732044,1.8922297334122,3.44144495899954,0.000578616175788263,0.0118064379845973
"GeneID:82187158",37.4397526418953,5.49857665327161,1.59676348435472,3.44357615084973,0.000574074900392484,0.0118064379845973
"GeneID:82188136",13.3491555708819,6.9882055362334,2.03023697036543,3.442063974914,0.000577293703543713,0.0118064379845973
"GeneID:82189385",61.7108249440748,5.61015858899363,1.62828247447484,3.44544553966475,0.000570118836488413,0.0118064379845973
"GeneID:97328949",17.8840221692206,6.40654882660402,1.86185354247152,3.44095208374963,0.000579671176271071,0.0118064379845973
"GeneID:97330485",38.1004737215711,6.87165024091852,1.99304412378408,3.44781641254971,0.00056513802849841,0.0118064379845973
"GeneID:97329168",38.9588514548805,6.8228613995844,1.98355482251046,3.43971405385667,0.000582329086341982,0.0118064379845973
"GeneID:97327868",20.2837728165495,7.17084897955001,2.09046507705093,3.43026490051014,0.000602992256413002,0.0119881235823431
"GeneID:97328974",32.148033991415,5.30911935973784,1.54764138455582,3.4304583818438,0.000602562398598769,0.0119881235823431
"GeneID:97330288",34.7359119511367,6.82836308773024,1.99178643837903,3.42826065895265,0.000607461905201179,0.0120240156937409
"GeneID:82185677",239.22737898498,4.98995644223022,1.46102495032477,3.41538071688715,0.000636929192970986,0.0120501630575502
"GeneID:82189381",133.722733174653,5.68372025223735,1.66391817372491,3.4158652402441,0.000635797025145683,0.0120501630575502
